"Gene.Names"	"apo1_Rep1"	"apo1_Rep2"	"apo1_Rep3"	"apo2_Rep1"	"apo2_Rep2"	"apo2_Rep3"	"apo3_Rep1"	"apo3_Rep2"	"apo3_Rep3"	"Entry"	"Entry.Name"	"Protein.names"	"Length"	"Pathway"	"Gene.Ontology..biological.process."	"Gene.Ontology.IDs"
"EGW08_008207"	0	17	12	1	28	25	0	16	20	"A0A433TQZ4"	"A0A433TQZ4_ELYCH"	"Uncharacterized protein"	220	""	""	""
"EGW08_008208"	1	1	0	0	0	0	2	0	2	"A0A3S1BAX4"	"A0A3S1BAX4_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	138	""	""	"GO:0016020"
"EGW08_008209"	69	36	33	65	32	33	60	35	25	"A0A3S0ZRC1"	"A0A3S0ZRC1_ELYCH"	"Uncharacterized protein"	133	""	""	""
"EGW08_008210"	8	4	4	7	4	3	12	10	2	"A0A433TQX7"	"A0A433TQX7_ELYCH"	"Sodium-dependent multivitamin transporter"	608	""	""	"GO:0016020; GO:0022857"
"EGW08_008211"	0	0	0	0	0	0	0	0	0	"A0A3S1BM40"	"A0A3S1BM40_ELYCH"	"Uncharacterized protein"	204	""	""	""
"EGW08_008212"	427	221	206	530	275	255	502	257	245	"A0A3S0ZPU6"	"A0A3S0ZPU6_ELYCH"	"Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47)"	1668	""	"protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]"	"GO:0004843; GO:0006511; GO:0016579"
"EGW08_008213"	58	35	23	63	37	26	59	25	34	"A0A3S1BHV6"	"A0A3S1BHV6_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	248	""	""	"GO:0016020"
"EGW08_008214"	0	0	0	0	0	0	1	0	1	"A0A3S1BHH1"	"A0A3S1BHH1_ELYCH"	"Zinc finger PHD-type domain-containing protein"	295	""	""	""
"EGW08_008215"	75	42	33	88	40	48	95	42	53	"A0A3S1HQB2"	"A0A3S1HQB2_ELYCH"	"Bardet-Biedl syndrome 7 protein homolog"	713	""	"non-motile cilium assembly [GO:1905515]"	"GO:0034464; GO:1905515"
"EGW08_008216"	37	22	15	47	20	27	44	25	19	"A0A433TRB5"	"A0A433TRB5_ELYCH"	"A-kinase anchor protein 7-like phosphoesterase domain-containing protein"	204	""	""	""
"EGW08_008217"	1	0	1	1	1	0	1	1	0	"A0A3S1A6N0"	"A0A3S1A6N0_ELYCH"	"Uncharacterized protein"	132	""	""	""
"EGW08_008218"	45	22	23	57	27	30	55	34	21	"A0A433TR83"	"A0A433TR83_ELYCH"	"Uncharacterized protein"	1417	""	""	""
"EGW08_008219"	10	7	3	13	6	7	9	6	3	"A0A3S0ZVL9"	"A0A3S0ZVL9_ELYCH"	"Transmembrane protein 203"	131	""	""	"GO:0016020"
"EGW08_008220"	34	19	15	51	29	22	50	27	23	"A0A433TQZ1"	"A0A433TQZ1_ELYCH"	"Methyltransferase domain-containing protein"	1021	""	"peptidyl-arginine methylation [GO:0018216]"	"GO:0016274; GO:0018216"
"EGW08_008221"	90	56	34	118	62	56	106	52	54	"A0A433TQY5"	"A0A433TQY5_ELYCH"	"Transmembrane protein 184C"	572	""	""	"GO:0016020"
"EGW08_008222"	1001	504	497	1065	546	519	1095	573	522	"A0A433TR48"	"A0A433TR48_ELYCH"	"vesicle-fusing ATPase (EC 3.6.4.6)"	806	""	""	"GO:0005524; GO:0016887"
"EGW08_008223"	164	80	84	152	78	74	156	79	77	"A0A433TR43"	"A0A433TR43_ELYCH"	"RNA helicase (EC 3.6.4.13)"	810	""	""	"GO:0003676; GO:0003724; GO:0005524; GO:0016787; GO:0046872"
"EGW08_008224"	10	5	5	16	10	6	7	3	4	"A0A433TQV1"	"A0A433TQV1_ELYCH"	"FAD-binding FR-type domain-containing protein"	295	""	""	"GO:0016491"
"EGW08_008225"	391	201	190	439	227	212	426	218	208	"A0A433TQU8"	"A0A433TQU8_ELYCH"	"Isocitrate dehydrogenase [NAD] subunit, mitochondrial"	380	""	"tricarboxylic acid cycle [GO:0006099]"	"GO:0000287; GO:0005739; GO:0006099; GO:0016616; GO:0051287"
"EGW08_008226"	8	7	1	15	8	7	11	7	4	"A0A433TR18"	"A0A433TR18_ELYCH"	"G-protein coupled receptors family 2 profile 2 domain-containing protein"	831	""	"cell surface receptor signaling pathway [GO:0007166]"	"GO:0004930; GO:0007166; GO:0016020"
"EGW08_008227"	0	0	0	0	0	0	0	0	0	"A0A3S1C639"	"A0A3S1C639_ELYCH"	"Uncharacterized protein"	227	""	""	"GO:0016020"
"EGW08_008228"	0	0	0	0	0	0	0	0	0	"A0A433TR94"	"A0A433TR94_ELYCH"	"Uncharacterized protein"	166	""	""	""
"EGW08_008229"	120	63	57	132	63	69	142	84	58	"A0A3S1BAW4"	"A0A3S1BAW4_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	209	""	""	"GO:0004930; GO:0016020"
"EGW08_008230"	2	0	2	3	2	1	2	0	2	"A0A433TR89"	"A0A433TR89_ELYCH"	"DUF19 domain-containing protein"	553	""	""	""
"EGW08_008231"	6	4	2	6	4	2	12	5	7	"A0A433TQX3"	"A0A433TQX3_ELYCH"	"DDE Tnp4 domain-containing protein"	326	""	""	"GO:0046872"
"EGW08_008232"	156	62	94	193	93	100	161	79	82	"A0A3S0ZRB2"	"A0A3S0ZRB2_ELYCH"	"Tumor protein p53-inducible protein 11 (p53-induced gene 11 protein)"	415	""	""	"GO:0016020"
"EGW08_008233"	0	0	0	0	0	0	0	0	0	"A0A433TR56"	"A0A433TR56_ELYCH"	"Uncharacterized protein"	112	""	""	""
"EGW08_008234"	166	76	90	218	124	94	187	104	83	"A0A3S1BM32"	"A0A3S1BM32_ELYCH"	"FMRFamide neuropeptide"	337	""	"neuropeptide signaling pathway [GO:0007218]"	"GO:0005576; GO:0007218"
"EGW08_008235"	483	250	233	642	349	293	572	315	257	"A0A433TQW0"	"A0A433TQW0_ELYCH"	"FMRFamide neuropeptide"	265	""	"neuropeptide signaling pathway [GO:0007218]"	"GO:0005576; GO:0007218"
"EGW08_008236"	0	0	0	0	0	0	0	0	0	"A0A433TR28"	"A0A433TR28_ELYCH"	"Uncharacterized protein"	243	""	""	""
"EGW08_008237"	38	20	18	35	15	20	46	21	25	"A0A433TQY9"	"A0A433TQY9_ELYCH"	"Uncharacterized protein"	171	""	""	"GO:0016020"
"EGW08_008238"	50	27	23	56	29	27	52	22	30	"A0A433TRA8"	"A0A433TRA8_ELYCH"	"SET domain-containing protein"	541	""	"histone lysine methylation [GO:0034968]"	"GO:0003677; GO:0005634; GO:0005694; GO:0008270; GO:0034968; GO:0042054"
"EGW08_008239"	20	9	11	22	11	11	15	8	7	"A0A433TR59"	"A0A433TR59_ELYCH"	"NACHT domain-containing protein"	382	""	""	""
"EGW08_008240"	128	70	58	144	75	69	137	67	70	"A0A3S1HQ73"	"A0A3S1HQ73_ELYCH"	"Serine/Arginine-related protein 53"	342	""	""	""
"EGW08_008241"	85	46	39	114	58	56	82	48	34	"A0A3S1A6J1"	"A0A3S1A6J1_ELYCH"	"S-formylglutathione hydrolase (EC 3.1.2.12) (Esterase D)"	189	""	"formaldehyde catabolic process [GO:0046294]"	"GO:0018738; GO:0046294; GO:0052689"
"EGW08_008242"	35	19	16	57	30	27	50	25	25	"A0A433TR19"	"A0A433TR19_ELYCH"	"S-formylglutathione hydrolase (EC 3.1.2.12) (Esterase D)"	122	""	"formaldehyde catabolic process [GO:0046294]"	"GO:0018738; GO:0046294; GO:0052689"
"EGW08_008243"	22	8	14	27	14	13	22	12	10	"A0A433TQS6"	"A0A433TQS6_ELYCH"	"Neurotransmitter-gated ion-channel ligand-binding domain-containing protein"	129	""	""	"GO:0004888; GO:0005230; GO:0016020"
"EGW08_008244"	20	6	14	15	10	5	20	9	11	"A0A3S0ZVJ5"	"A0A3S0ZVJ5_ELYCH"	"Uncharacterized protein"	388	""	"monoatomic ion transport [GO:0006811]"	"GO:0006811; GO:0016020"
"EGW08_008245"	202	115	87	231	135	96	209	115	94	"A0A3S1C634"	"A0A3S1C634_ELYCH"	"Uncharacterized protein"	212	""	""	""
"EGW08_008246"	52	18	34	47	30	17	43	20	23	"A0A433TQV8"	"A0A433TQV8_ELYCH"	"Roc domain-containing protein"	1009	""	""	"GO:0000166"
"EGW08_008247"	81	40	41	121	64	57	82	39	43	"A0A3S1BAV8"	"A0A3S1BAV8_ELYCH"	"FERM domain-containing protein"	743	""	""	"GO:0005856"
"EGW08_008248"	44	26	18	65	36	29	39	22	17	"A0A3S0ZRA0"	"A0A3S0ZRA0_ELYCH"	"Ig-like domain-containing protein"	152	""	""	""
"EGW08_008249"	44	20	24	51	23	28	57	25	32	"A0A3S1BM17"	"A0A3S1BM17_ELYCH"	"Uncharacterized protein"	245	""	""	""
"EGW08_008250"	57	29	28	69	36	33	59	34	25	"A0A3S0ZPS4"	"A0A3S0ZPS4_ELYCH"	"Uncharacterized protein"	348	""	""	""
"EGW08_008251"	25	11	14	35	16	19	31	16	15	"A0A3S1BHT7"	"A0A3S1BHT7_ELYCH"	"DUF4190 domain-containing protein"	404	""	""	"GO:0016020"
"EGW08_008252"	47	20	27	46	27	19	61	27	34	"A0A433TR32"	"A0A433TR32_ELYCH"	"Fucosyltransferase (EC 2.4.1.-)"	583	"PATHWAY: Protein modification; protein glycosylation. {ECO:0000256|ARBA:ARBA00004922}."	"protein glycosylation [GO:0006486]"	"GO:0006486; GO:0008417; GO:0032580"
"EGW08_008253"	0	0	0	0	0	0	0	0	0	"A0A3S1BHE9"	"A0A3S1BHE9_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	119	""	""	"GO:0016020"
"EGW08_008254"	0	0	0	1	0	1	0	0	0	"A0A3S1HQ85"	"A0A3S1HQ85_ELYCH"	"Uncharacterized protein"	148	""	""	""
"EGW08_008255"	43	20	23	73	38	35	55	30	25	"A0A433TR04"	"A0A433TR04_ELYCH"	"Tyrosine-protein kinase receptor (EC 2.7.10.1)"	504	""	"protein phosphorylation [GO:0006468]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]"	"GO:0004714; GO:0005524; GO:0006468; GO:0007169; GO:0016020"
"EGW08_008256"	13	8	5	5	4	1	10	8	2	"A0A3S1A6K7"	"A0A3S1A6K7_ELYCH"	"Uncharacterized protein"	195	""	""	"GO:0016020"
"EGW08_008257"	14	5	9	23	8	15	22	11	11	"A0A3S0ZVK3"	"A0A3S0ZVK3_ELYCH"	"Hexosyltransferase"	420	""	""	""
"EGW08_008258"	59	37	22	69	39	30	67	33	34	"A0A433TR10"	"A0A433TR10_ELYCH"	"Neurotransmitter-gated ion-channel ligand-binding domain-containing protein"	341	""	""	"GO:0004888; GO:0005230; GO:0016020"
"EGW08_008259"	4	1	3	4	4	0	5	4	1	"A0A433TR80"	"A0A433TR80_ELYCH"	"Uncharacterized protein"	216	""	""	""
"EGW08_008260"	1	1	0	0	0	0	0	0	0	"A0A433TQW2"	"A0A433TQW2_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	167	""	""	"GO:0016020"
"EGW08_008261"	0	0	0	1	1	0	0	0	0	"A0A433TQT1"	"A0A433TQT1_ELYCH"	"EGF-like domain-containing protein"	367	""	""	""
"EGW08_008262"	0	0	0	0	0	0	2	1	1	"A0A433TR41"	"A0A433TR41_ELYCH"	"Cadherin cytoplasmic C-terminal domain-containing protein"	139	""	""	"GO:0016020"
"EGW08_008263"	0	0	0	0	0	0	0	0	0	"A0A433TQX5"	"A0A433TQX5_ELYCH"	"Uncharacterized protein"	346	""	""	""
"EGW08_008264"	0	0	0	0	0	0	0	0	0	"A0A3S0ZPQ0"	"A0A3S0ZPQ0_ELYCH"	"Uncharacterized protein"	283	""	""	""
"EGW08_008265"	222	112	110	270	138	132	293	162	131	"A0A433TQS0"	"A0A433TQS0_ELYCH"	"CUB domain-containing protein"	302	""	""	"GO:0005576; GO:0051424"
"EGW08_008266"	60	31	29	72	36	36	57	30	27	"A0A3S1BHR9"	"A0A3S1BHR9_ELYCH"	"Rieske domain-containing protein"	416	""	""	"GO:0051537"
"EGW08_008267"	69	37	32	92	55	37	72	40	32	"A0A3S1BHD1"	"A0A3S1BHD1_ELYCH"	"L-type lectin-like domain-containing protein"	358	""	""	"GO:0016020"
"EGW08_008268"	9	5	4	10	6	4	3	1	2	"A0A3S1HQ59"	"A0A3S1HQ59_ELYCH"	"Secreted protein"	84	""	""	""
"EGW08_008269"	122	51	71	142	71	71	159	84	75	"A0A433TQR0"	"A0A433TQR0_ELYCH"	"Uncharacterized protein"	883	""	""	""
"EGW08_008270"	7	5	2	18	7	11	24	6	18	"A0A3S1A6I4"	"A0A3S1A6I4_ELYCH"	"REJ domain-containing protein"	120	""	""	""
"EGW08_008271"	3	3	0	3	1	2	2	2	0	"A0A3S0ZVI8"	"A0A3S0ZVI8_ELYCH"	"Uncharacterized protein"	200	""	""	""
"EGW08_008272"	0	0	0	3	1	2	8	5	3	"A0A433TR54"	"A0A433TR54_ELYCH"	"C-type lectin domain-containing protein"	200	""	""	""
"EGW08_008273"	26	17	9	29	10	19	33	20	13	"A0A3S1C628"	"A0A3S1C628_ELYCH"	"Uncharacterized protein"	415	""	""	""
"EGW08_008274"	108	45	63	132	70	62	128	71	57	"A0A3S1BAU3"	"A0A3S1BAU3_ELYCH"	"FAM69 protein-kinase domain-containing protein"	453	""	""	"GO:0005576; GO:0016020"
"EGW08_008275"	12	4	8	18	9	9	14	7	7	"A0A433TQT3"	"A0A433TQT3_ELYCH"	"Uncharacterized protein"	469	""	""	""
"EGW08_008276"	95	45	50	103	48	55	103	53	50	"A0A433TR27"	"A0A433TR27_ELYCH"	"Ferritin (EC 1.16.3.1)"	248	""	"intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]"	"GO:0004322; GO:0006826; GO:0006879; GO:0008199"
"EGW08_008277"	1144	545	599	1417	660	757	1338	655	683	"A0A3S0ZR91"	"A0A3S0ZR91_ELYCH"	"Uncharacterized protein"	322	""	"intracellular iron ion homeostasis [GO:0006879]; iron ion transport [GO:0006826]"	"GO:0006826; GO:0006879; GO:0008199"
"EGW08_008278"	95	50	45	112	59	53	108	61	47	"A0A3S1BM02"	"A0A3S1BM02_ELYCH"	"Dendritic cell-specific transmembrane protein-like domain-containing protein"	457	""	""	"GO:0016020"
"EGW08_008279"	121	63	62	174	99	86	155	71	91	"A0A433TQR9"	"A0A433TQR9_ELYCH"	"TNFR-Cys domain-containing protein"	897	""	""	"GO:0016020"
"EGW08_008280"	0	4	0	0	7	4	0	3	4	"A0A3S0ZPR2"	"A0A3S0ZPR2_ELYCH"	"Uncharacterized protein"	141	""	""	""
"EGW08_008281"	83	29	54	107	60	47	95	51	44	"A0A3S1BHS8"	"A0A3S1BHS8_ELYCH"	"EGF-like domain-containing protein"	758	""	""	""
"EGW08_008282"	10	7	3	11	5	6	11	5	6	"A0A433TR64"	"A0A433TR64_ELYCH"	"Uncharacterized protein"	142	""	""	""
"EGW08_008283"	11	8	3	11	5	6	8	4	4	"A0A3S1BHE1"	"A0A3S1BHE1_ELYCH"	"Uncharacterized protein"	329	""	""	""
"EGW08_008284"	1	1	0	0	0	0	3	0	3	"A0A433TQN8"	"A0A433TQN8_ELYCH"	"Saposin B-type domain-containing protein"	227	""	"lipid metabolic process [GO:0006629]"	"GO:0006629"
"EGW08_008285"	46	23	23	61	22	39	71	33	38	"A0A3S1C611"	"A0A3S1C611_ELYCH"	"C-type lectin domain-containing protein"	710	""	""	"GO:0016020"
"EGW08_008286"	12	9	3	12	6	6	8	2	6	"A0A3S1BAS8"	"A0A3S1BAS8_ELYCH"	"Calcium release-activated calcium channel protein 1"	202	""	""	"GO:0016020"
"EGW08_008287"	36	21	15	26	15	11	44	18	26	"A0A3S0ZR71"	"A0A3S0ZR71_ELYCH"	"Uncharacterized protein"	388	""	""	""
"EGW08_008288"	7	4	3	12	7	5	14	8	6	"A0A433TQN1"	"A0A433TQN1_ELYCH"	"Uncharacterized protein"	371	""	""	""
"EGW08_008289"	60	27	33	77	48	29	82	40	42	"A0A3S1BLY4"	"A0A3S1BLY4_ELYCH"	"Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase)"	193	""	"tyrosyl-tRNA aminoacylation [GO:0006437]"	"GO:0004831; GO:0005524; GO:0005737; GO:0006437"
"EGW08_008290"	24	10	14	14	7	7	21	10	11	"A0A433TQR3"	"A0A433TQR3_ELYCH"	"Uncharacterized protein"	106	""	""	""
"EGW08_008291"	59	31	28	72	36	36	61	27	34	"A0A3S0ZPN9"	"A0A3S0ZPN9_ELYCH"	"C2H2-type domain-containing protein"	789	""	""	""
"EGW08_008292"	34	19	15	35	18	17	44	21	23	"A0A433TQV2"	"A0A433TQV2_ELYCH"	"CHORD domain-containing protein"	195	""	""	"GO:0046872"
"EGW08_008293"	0	0	0	0	0	0	0	0	0	"A0A433TR20"	"A0A433TR20_ELYCH"	"RNase H type-1 domain-containing protein"	211	""	""	"GO:0003676; GO:0004523"
"EGW08_008294"	2	1	1	2	1	1	1	1	0	"A0A3S1BHR1"	"A0A3S1BHR1_ELYCH"	"Integrase catalytic domain-containing protein"	391	""	"DNA integration [GO:0015074]"	"GO:0003676; GO:0015074"
"EGW08_008295"	46	30	16	33	17	16	37	17	20	"A0A3S1BHC1"	"A0A3S1BHC1_ELYCH"	"G-protein coupled receptors family 1 profile domain-containing protein"	430	""	""	"GO:0016020"
"EGW08_008296"	0	0	0	1	1	0	0	0	0	"A0A433TQY0"	"A0A433TQY0_ELYCH"	"Uncharacterized protein"	106	""	""	""
"EGW08_008297"	0	0	0	2	1	1	0	0	0	"A0A3S1HQ47"	"A0A3S1HQ47_ELYCH"	"Uncharacterized protein"	924	""	""	""
"EGW08_008298"	4	2	2	3	0	3	5	2	3	"A0A3S1A6H3"	"A0A3S1A6H3_ELYCH"	"Superoxide dismutase copper/zinc binding domain-containing protein"	600	""	"superoxide metabolic process [GO:0006801]"	"GO:0006801; GO:0046872"
"EGW08_008299"	203	90	113	241	118	123	251	130	121	"A0A433TQV6"	"A0A433TQV6_ELYCH"	"Anaphase-promoting complex subunit 4-like WD40 domain-containing protein"	535	""	"rRNA processing [GO:0006364]"	"GO:0006364"
"EGW08_008300"	155	74	82	142	81	73	152	70	90	"A0A3S0ZVI0"	"A0A3S0ZVI0_ELYCH"	"Uncharacterized protein"	1828	""	""	""
"EGW08_008301"	0	2	0	0	3	2	2	3	4	"A0A433TR29"	"A0A433TR29_ELYCH"	"Uncharacterized protein"	134	""	""	""
"EGW08_008302"	0	1	2	0	5	12	0	8	5	"A0A433TQW4"	"A0A433TQW4_ELYCH"	"Uncharacterized protein"	134	""	""	""
"EGW08_008303"	0	0	0	0	0	0	0	0	0	"A0A433TR31"	"A0A433TR31_ELYCH"	"Uncharacterized protein"	121	""	""	""
"EGW08_008304"	57	25	32	66	38	28	64	27	37	"A0A433TQR1"	"A0A433TQR1_ELYCH"	"TNFR-Cys domain-containing protein"	213	""	""	"GO:0016020"
"EGW08_008305"	31	23	8	27	12	15	29	16	13	"A0A3S1C618"	"A0A3S1C618_ELYCH"	"MARVEL domain-containing protein"	326	""	""	"GO:0016020"
"EGW08_008306"	0	0	0	1	0	1	0	0	0	"A0A3S1BAT6"	"A0A3S1BAT6_ELYCH"	"RNase H type-1 domain-containing protein"	261	""	""	"GO:0003676; GO:0004523"
"EGW08_008307"	0	0	0	0	0	0	0	0	0	"A0A3S0ZR80"	"A0A3S0ZR80_ELYCH"	"Peptidase M20 domain-containing protein 2"	330	""	""	""
"EGW08_008308"	0	0	0	0	0	0	1	0	1	"A0A3S1BLZ2"	"A0A3S1BLZ2_ELYCH"	"Uncharacterized protein"	250	""	""	""
"EGW08_008309"	0	0	0	2	0	2	1	1	0	"A0A433TQW6"	"A0A433TQW6_ELYCH"	"Uncharacterized protein"	242	""	""	""
"EGW08_008310"	6	2	4	12	6	6	11	5	6	"A0A433TQY8"	"A0A433TQY8_ELYCH"	"Uncharacterized protein"	460	""	""	""
"EGW08_008311"	0	0	0	0	0	0	0	0	0	"A0A433TQQ9"	"A0A433TQQ9_ELYCH"	"Uncharacterized protein"	145	""	""	"GO:0016020"
"EGW08_008312"	0	0	0	0	0	0	3	0	3	"A0A3S0ZR52"	"A0A3S0ZR52_ELYCH"	"Coiled-coil domain-containing protein 63"	549	""	""	""
"EGW08_008313"	68	32	36	67	30	37	62	32	30	"A0A433TQL4"	"A0A433TQL4_ELYCH"	"MHD domain-containing protein"	411	""	"intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192]"	"GO:0006886; GO:0016192; GO:0030131"
"EGW08_008314"	10	3	7	20	10	10	17	11	6	"A0A433TQV7"	"A0A433TQV7_ELYCH"	"EGF-like domain-containing protein"	844	""	""	""
"EGW08_008315"	101	51	50	114	50	64	92	45	47	"A0A3S1BLW8"	"A0A3S1BLW8_ELYCH"	"Carbonic anhydrase (EC 4.2.1.1)"	271	""	""	"GO:0004089; GO:0005576; GO:0008270"
"EGW08_008316"	39	19	20	53	31	22	49	25	24	"A0A433TQL1"	"A0A433TQL1_ELYCH"	"Alpha-carbonic anhydrase domain-containing protein"	152	""	""	"GO:0004089; GO:0005576; GO:0008270"
"EGW08_008317"	8	5	3	10	8	2	10	7	3	"A0A433TQK7"	"A0A433TQK7_ELYCH"	"Fibrinogen C-terminal domain-containing protein"	313	""	""	""
"EGW08_008318"	14	9	5	8	3	5	16	9	7	"A0A3S0ZPL8"	"A0A3S0ZPL8_ELYCH"	"A-kinase anchor protein 7-like phosphoesterase domain-containing protein"	346	""	""	""
"EGW08_008319"	0	0	0	3	1	2	0	0	0	"A0A433TQN5"	"A0A433TQN5_ELYCH"	"Protein kinase domain-containing protein"	499	""	"protein phosphorylation [GO:0006468]"	"GO:0004674; GO:0005524; GO:0006468"
"EGW08_008320"	4	2	2	2	2	0	0	0	0	"A0A3S1BHP0"	"A0A3S1BHP0_ELYCH"	"Fibrinogen C-terminal domain-containing protein"	314	""	""	""
"EGW08_008321"	2	2	0	3	2	1	0	0	0	"A0A433TQR7"	"A0A433TQR7_ELYCH"	"C-type lectin domain-containing protein"	152	""	""	""
"EGW08_008322"	0	0	0	0	0	0	0	0	0	"A0A433TQZ0"	"A0A433TQZ0_ELYCH"	"C-type lectin domain-containing protein"	132	""	""	""
"EGW08_008323"	1	1	0	8	4	4	1	1	0	"A0A3S1BH98"	"A0A3S1BH98_ELYCH"	"Cytochrome P450"	544	""	""	"GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037"
"EGW08_008324"	51	25	26	70	28	42	60	32	28	"A0A433TQW7"	"A0A433TQW7_ELYCH"	"Band 7 domain-containing protein"	260	""	""	""
"EGW08_008325"	51	18	33	42	23	19	51	26	25	"A0A3S1HQ20"	"A0A3S1HQ20_ELYCH"	"VASt domain-containing protein"	201	""	""	""
"EGW08_008326"	8	4	4	17	6	11	13	7	6	"A0A3S1A6E9"	"A0A3S1A6E9_ELYCH"	"Uncharacterized protein"	135	""	""	""
"EGW08_008327"	121	60	61	153	74	79	138	78	60	"A0A3S0ZVG2"	"A0A3S0ZVG2_ELYCH"	"Intraflagellar transport protein 46 homolog"	241	""	"intraciliary transport [GO:0042073]"	"GO:0005737; GO:0005856; GO:0005929; GO:0042073"
"EGW08_008328"	87	47	40	95	56	39	84	43	41	"A0A3S1C603"	"A0A3S1C603_ELYCH"	"TGS domain-containing protein"	326	""	""	"GO:0000166"
"EGW08_008329"	557	278	320	673	387	357	674	400	345	"A0A3S1BAS1"	"A0A3S1BAS1_ELYCH"	"Cilia- and flagella-associated protein 45"	568	""	""	"GO:0031514"
"EGW08_008330"	94	77	58	79	77	73	73	65	79	"A0A3S0ZR62"	"A0A3S0ZR62_ELYCH"	"Uncharacterized protein"	104	""	""	""
"EGW08_008331"	10	15	22	10	20	20	12	18	17	"A0A433TQT0"	"A0A433TQT0_ELYCH"	"Uncharacterized protein"	289	""	""	""
"EGW08_008332"	4	20	11	5	18	17	5	15	13	"A0A3S1BLX6"	"A0A3S1BLX6_ELYCH"	"Uncharacterized protein"	270	""	""	"GO:0016020"
"EGW08_008333"	30	16	14	31	18	13	38	19	19	"A0A3S0ZPM9"	"A0A3S0ZPM9_ELYCH"	"C2H2-type domain-containing protein"	1049	""	""	""
"EGW08_008334"	0	0	0	0	0	0	0	0	0	"A0A433TQY1"	"A0A433TQY1_ELYCH"	"Uncharacterized protein"	327	""	""	""
"EGW08_008335"	473	251	222	575	308	267	596	302	294	"A0A433TQW3"	"A0A433TQW3_ELYCH"	"Uncharacterized protein"	114	""	""	""
"EGW08_008336"	80	43	37	100	47	53	87	39	48	"A0A433TQM9"	"A0A433TQM9_ELYCH"	"Selenoprotein S"	123	""	"intracellular protein transport [GO:0006886]"	"GO:0005789; GO:0006886"
"EGW08_008337"	27	19	8	43	25	18	40	19	21	"A0A3S1BHQ1"	"A0A3S1BHQ1_ELYCH"	"Uncharacterized protein"	268	""	""	""
"EGW08_008338"	12	2	10	4	3	1	9	8	1	"A0A3S1BHB0"	"A0A3S1BHB0_ELYCH"	"Out at first protein"	242	""	""	""
"EGW08_008339"	37	23	14	29	13	16	24	14	10	"A0A433TQQ1"	"A0A433TQQ1_ELYCH"	"Transmembrane protein 218"	117	""	""	"GO:0005929; GO:0016020"
"EGW08_008340"	128	69	59	158	77	81	147	72	75	"A0A3S1HQ32"	"A0A3S1HQ32_ELYCH"	"HMG box domain-containing protein"	510	""	"meiotic cell cycle [GO:0051321]; regulation of miRNA-mediated gene silencing [GO:0060964]; RNA-mediated gene silencing [GO:0031047]"	"GO:0003677; GO:0005634; GO:0005737; GO:0031047; GO:0051321; GO:0060964"
"EGW08_008341"	30	35	21	42	44	30	39	35	34	"A0A3S1A6G2"	"A0A3S1A6G2_ELYCH"	"PDEase domain-containing protein"	332	""	"signal transduction [GO:0007165]"	"GO:0004114; GO:0007165; GO:0046872"
"EGW08_008342"	0	7	19	0	9	23	0	14	16	"A0A3S0ZVH0"	"A0A3S0ZVH0_ELYCH"	"Uncharacterized protein"	95	""	""	""
"EGW08_008343"	13	5	8	25	8	17	24	8	16	"A0A433TQH4"	"A0A433TQH4_ELYCH"	"Uncharacterized protein"	164	""	""	""
"EGW08_008344"	95	39	56	136	76	60	109	61	48	"A0A433TQH6"	"A0A433TQH6_ELYCH"	"ABC transporter domain-containing protein"	186	""	""	"GO:0005524; GO:0016020"
"EGW08_008345"	16	5	11	14	9	5	9	5	4	"A0A3S1C5Y3"	"A0A3S1C5Y3_ELYCH"	"Beta-1,4-galactosyltransferase (EC 2.4.1.-)"	411	"PATHWAY: Protein modification; protein glycosylation. {ECO:0000256|ARBA:ARBA00004922, ECO:0000256|RuleBase:RU368121}."	"carbohydrate metabolic process [GO:0005975]; protein glycosylation [GO:0006486]"	"GO:0005975; GO:0006486; GO:0016020; GO:0016757"
"EGW08_008346"	37	20	17	45	26	19	42	19	23	"A0A3S1BAP4"	"A0A3S1BAP4_ELYCH"	"Inner centromere protein ARK-binding domain-containing protein"	652	""	""	"GO:0005634; GO:0005737; GO:0005819"
"EGW08_008347"	15	5	10	8	2	6	6	3	3	"A0A433TQV5"	"A0A433TQV5_ELYCH"	"Uncharacterized protein"	277	""	""	""
"EGW08_008348"	41	25	16	49	22	27	58	32	26	"A0A433TQN2"	"A0A433TQN2_ELYCH"	"Nudix hydrolase domain-containing protein"	329	""	""	"GO:0016787"
