Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs
A0A3S1AA27	unreviewed	A0A3S1AA27_ELYCH	Uncharacterized protein	EGW08_005739	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	263	GO:0016020
A0A3S1AA35	unreviewed	A0A3S1AA35_ELYCH	CxC3 like cysteine cluster domain-containing protein	EGW08_005758	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	665	
A0A3S1AA47	unreviewed	A0A3S1AA47_ELYCH	Rho-GAP domain-containing protein	EGW08_005673	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1464	GO:0007165
A0A3S1AA59	unreviewed	A0A3S1AA59_ELYCH	Secreted protein	EGW08_005694	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	118	
A0A3S1AA67	unreviewed	A0A3S1AA67_ELYCH	PAS domain-containing protein	EGW08_005662	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2276	GO:0006355
A0A3S1AA80	unreviewed	A0A3S1AA80_ELYCH	Uncharacterized protein	EGW08_005614	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	212	
A0A3S1AA87	unreviewed	A0A3S1AA87_ELYCH	CARD domain-containing protein	EGW08_005627	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	247	GO:0042981
A0A3S1AAA7	unreviewed	A0A3S1AAA7_ELYCH	Uncharacterized protein	EGW08_005583	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	148	
A0A3S1AAB2	unreviewed	A0A3S1AAB2_ELYCH	Granulins domain-containing protein	EGW08_005604	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1081	GO:0005576
A0A3S1AAC9	unreviewed	A0A3S1AAC9_ELYCH	Carbohydrate sulfotransferase	EGW08_005563	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	207	GO:0005975
A0A3S1AAE1	unreviewed	A0A3S1AAE1_ELYCH	Peptidase A2 domain-containing protein	EGW08_005574	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	487	
A0A3S1AAE6	unreviewed	A0A3S1AAE6_ELYCH	SH2 domain-containing protein	EGW08_005502	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2016	
A0A3S1AAF3	unreviewed	A0A3S1AAF3_ELYCH	LITAF domain-containing protein	EGW08_005526	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	344	
A0A3S1AAG0	unreviewed	A0A3S1AAG0_ELYCH	Uncharacterized protein	EGW08_005469	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	316	
A0A3S1AAH0	unreviewed	A0A3S1AAH0_ELYCH	Uncharacterized protein	EGW08_005488	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	237	GO:0016020
A0A3S1AAH8	unreviewed	A0A3S1AAH8_ELYCH	Chitin-binding type-4 domain-containing protein	EGW08_005449	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	191	
A0A3S1AAI5	unreviewed	A0A3S1AAI5_ELYCH	CCHC-type domain-containing protein	EGW08_005464	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	291	GO:0003676; GO:0008270
A0A3S1AAJ9	unreviewed	A0A3S1AAJ9_ELYCH	BTB domain-containing protein	EGW08_005418	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	593	
A0A3S1AAK5	unreviewed	A0A3S1AAK5_ELYCH	Nucleotide-diphospho-sugar transferase domain-containing protein	EGW08_005374	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	674	
A0A3S1AAL1	unreviewed	A0A3S1AAL1_ELYCH	Uncharacterized protein	EGW08_005394	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	2527	
A0A3S1AAM3	unreviewed	A0A3S1AAM3_ELYCH	Uncharacterized protein	EGW08_005361	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	202	
A0A3S1AAQ9	unreviewed	A0A3S1AAQ9_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_005282	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	327	GO:0016020
A0A3S1AAT0	unreviewed	A0A3S1AAT0_ELYCH	Uncharacterized protein	EGW08_005234	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	104	
A0A3S1AAT6	unreviewed	A0A3S1AAT6_ELYCH	Acyl-CoA thioesterase II domain-containing protein	EGW08_005248	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	136	GO:0006637; GO:0047617
A0A3S1AAU6	unreviewed	A0A3S1AAU6_ELYCH	Vesicular, overexpressed in cancer, prosurvival protein 1	EGW08_005184	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	449	GO:0016020
A0A3S1AAW9	unreviewed	A0A3S1AAW9_ELYCH	Uncharacterized protein	EGW08_005146	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	109	
A0A3S1AAX8	unreviewed	A0A3S1AAX8_ELYCH	Tr-type G domain-containing protein	EGW08_005162	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	587	GO:0003924; GO:0005525
A0A3S1AAY7	unreviewed	A0A3S1AAY7_ELYCH	ZP domain-containing protein	EGW08_005106	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	938	GO:0016020
A0A3S1AB00	unreviewed	A0A3S1AB00_ELYCH	Prohibitin	EGW08_005129	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	300	GO:0005743
A0A3S1AB10	unreviewed	A0A3S1AB10_ELYCH	Uncharacterized protein	EGW08_005080	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	208	
A0A3S1AB15	unreviewed	A0A3S1AB15_ELYCH	Sin3 histone deacetylase corepressor complex component SDS3	EGW08_005099	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	286	GO:0005654
A0A3S1AB21	unreviewed	A0A3S1AB21_ELYCH	Uncharacterized protein	EGW08_005018	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	619	
A0A3S1AB27	unreviewed	A0A3S1AB27_ELYCH	IRS-type PTB domain-containing protein	EGW08_005037	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1490	
A0A3S1AB36	unreviewed	A0A3S1AB36_ELYCH	CUB domain-containing protein	EGW08_005056	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	269	GO:0016020
A0A3S1AB48	unreviewed	A0A3S1AB48_ELYCH	Uncharacterized protein	EGW08_004983	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	203	GO:0016020
A0A3S1AB56	unreviewed	A0A3S1AB56_ELYCH	Mammalian ependymin-related protein 1	EGW08_005010	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	221	GO:0005509; GO:0005576; GO:0007160
A0A3S1AB61	unreviewed	A0A3S1AB61_ELYCH	Uncharacterized protein	EGW08_004954	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	207	
A0A3S1AB71	unreviewed	A0A3S1AB71_ELYCH	Presequence translocated-associated motor subunit PAM16	EGW08_004965	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	129	GO:0005744; GO:0030150
A0A3S1AB76	unreviewed	A0A3S1AB76_ELYCH	NAB co-repressor domain-containing protein	EGW08_004916	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	961	GO:0003712; GO:0005634; GO:0045892
A0A3S1AB83	unreviewed	A0A3S1AB83_ELYCH	Uncharacterized protein	EGW08_004931	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1244	
A0A3S1AB92	unreviewed	A0A3S1AB92_ELYCH	Uncharacterized protein	EGW08_004882	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	369	
A0A3S1ABA0	unreviewed	A0A3S1ABA0_ELYCH	Ig-like domain-containing protein	EGW08_004905	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	227	
A0A3S1ABA9	unreviewed	A0A3S1ABA9_ELYCH	ShKT domain-containing protein	EGW08_004840	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	627	GO:0016020
A0A3S1ABB5	unreviewed	A0A3S1ABB5_ELYCH	RWD domain-containing protein 3	EGW08_004864	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	304	GO:0005634; GO:0005737; GO:0032088; GO:0033235; GO:1902073
A0A3S1ABC1	unreviewed	A0A3S1ABC1_ELYCH	Uncharacterized protein	EGW08_004807	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	428	
A0A3S1ABD2	unreviewed	A0A3S1ABD2_ELYCH	Uncharacterized protein	EGW08_004770	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	144	
A0A3S1ABE8	unreviewed	A0A3S1ABE8_ELYCH	RIIa domain-containing protein	EGW08_004742	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	390	
A0A3S1ABF7	unreviewed	A0A3S1ABF7_ELYCH	RRM domain-containing protein	EGW08_004754	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	223	GO:0003723
A0A3S1ABG4	unreviewed	A0A3S1ABG4_ELYCH	Uncharacterized protein	EGW08_004695	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	178	
A0A3S1ABH4	unreviewed	A0A3S1ABH4_ELYCH	NSFL1 cofactor p47 (p97 cofactor p47)	EGW08_004709	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	373	GO:0005795
A0A3S1ABI2	unreviewed	A0A3S1ABI2_ELYCH	Mab-21-like HhH/H2TH-like domain-containing protein	EGW08_004662	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	574	
A0A3S1ABJ1	unreviewed	A0A3S1ABJ1_ELYCH	Uncharacterized protein	EGW08_004680	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	381	
A0A3S1ABJ7	unreviewed	A0A3S1ABJ7_ELYCH	Peptidase M16C associated domain-containing protein	EGW08_004640	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	638	GO:0006508; GO:0046872
A0A3S1ABK4	unreviewed	A0A3S1ABK4_ELYCH	Uncharacterized protein	EGW08_004598	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	109	GO:0005634; GO:0006325
A0A3S1ABL3	unreviewed	A0A3S1ABL3_ELYCH	RING-type domain-containing protein	EGW08_004615	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	173	GO:0008270
A0A3S1ABN4	unreviewed	A0A3S1ABN4_ELYCH	Uncharacterized protein	EGW08_004532	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	487	
A0A3S1ABP2	unreviewed	A0A3S1ABP2_ELYCH	Polycystin cation channel PKD1/PKD2 domain-containing protein	EGW08_004549	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	145	GO:0016020
A0A3S1ABQ6	unreviewed	A0A3S1ABQ6_ELYCH	Uncharacterized protein	EGW08_004486	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	133	GO:0003677
A0A3S1ABR8	unreviewed	A0A3S1ABR8_ELYCH	C-type lectin domain-containing protein	EGW08_004508	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	482	GO:0016020
A0A3S1ABT0	unreviewed	A0A3S1ABT0_ELYCH	Uncharacterized protein	EGW08_004447	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	175	
A0A3S1ABU1	unreviewed	A0A3S1ABU1_ELYCH	Uncharacterized protein	EGW08_004467	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	660	
A0A3S1ABU6	unreviewed	A0A3S1ABU6_ELYCH	Uncharacterized protein	EGW08_004417	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	343	
A0A3S1ABV7	unreviewed	A0A3S1ABV7_ELYCH	BRO1 domain-containing protein	EGW08_004372	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1649	
A0A3S1ABX1	unreviewed	A0A3S1ABX1_ELYCH	Transporter	EGW08_004354	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	544	GO:0015293; GO:0016020
A0A3S1ABX5	unreviewed	A0A3S1ABX5_ELYCH	RRM domain-containing protein	EGW08_004313	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	463	GO:0003723; GO:0005634
A0A3S1ABZ9	unreviewed	A0A3S1ABZ9_ELYCH	Saposin B-type domain-containing protein	EGW08_004302	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	735	GO:0001682; GO:0003723; GO:0030677; GO:0050528
A0A3S1AC04	unreviewed	A0A3S1AC04_ELYCH	Ras-like GTP-binding protein Rho1	EGW08_004244	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	322	GO:0003924; GO:0005525; GO:0007264
A0A3S1AC14	unreviewed	A0A3S1AC14_ELYCH	Domain of unknown function with conserved HDNR motif domain-containing protein	EGW08_004257	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	264	
A0A3S1AC22	unreviewed	A0A3S1AC22_ELYCH	Uncharacterized protein	EGW08_004278	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	364	GO:0000139; GO:0008643; GO:0015165
A0A3S1AC31	unreviewed	A0A3S1AC31_ELYCH	Uncharacterized protein	EGW08_004190	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	913	
A0A3S1AC41	unreviewed	A0A3S1AC41_ELYCH	START domain-containing protein	EGW08_004209	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	391	GO:0008289
A0A3S1AC51	unreviewed	A0A3S1AC51_ELYCH	Uncharacterized protein	EGW08_004228	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	102	
A0A3S1AC55	unreviewed	A0A3S1AC55_ELYCH	Uncharacterized protein	EGW08_004130	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	145	
A0A3S1AC64	unreviewed	A0A3S1AC64_ELYCH	Uncharacterized protein	EGW08_004143	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	284	GO:0016020
A0A3S1AC78	unreviewed	A0A3S1AC78_ELYCH	Uncharacterized protein	EGW08_004087	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	140	
A0A3S1AC85	unreviewed	A0A3S1AC85_ELYCH	HTH CENPB-type domain-containing protein	EGW08_004104	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	254	
A0A3S1ACA6	unreviewed	A0A3S1ACA6_ELYCH	Small ribosomal subunit protein uS12m	EGW08_004076	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	191	GO:0003735; GO:0006412; GO:0015935
A0A3S1ACB4	unreviewed	A0A3S1ACB4_ELYCH	Uncharacterized protein	EGW08_004028	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	358	GO:0016020
A0A3S1ACC2	unreviewed	A0A3S1ACC2_ELYCH	RNA-binding protein 48	EGW08_004046	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	425	GO:0003723
A0A3S1ACD0	unreviewed	A0A3S1ACD0_ELYCH	Ubiquitin-like domain-containing protein	EGW08_003996	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1039	GO:0005737
A0A3S1ACD8	unreviewed	A0A3S1ACD8_ELYCH	Uncharacterized protein	EGW08_004012	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	211	
A0A3S1ACE5	unreviewed	A0A3S1ACE5_ELYCH	FZ domain-containing protein	EGW08_003967	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	157	
A0A3S1ACF2	unreviewed	A0A3S1ACF2_ELYCH	Uncharacterized protein	EGW08_003983	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	213	
A0A3S1ACG2	unreviewed	A0A3S1ACG2_ELYCH	WW domain-containing protein	EGW08_003936	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	127	
A0A3S1ACG8	unreviewed	A0A3S1ACG8_ELYCH	Uncharacterized protein	EGW08_003954	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	177	GO:0010038; GO:0016020
A0A3S1ACH8	unreviewed	A0A3S1ACH8_ELYCH	Transmembrane protein 64	EGW08_003900	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	376	GO:0016020
A0A3S1ACI5	unreviewed	A0A3S1ACI5_ELYCH	Uncharacterized protein	EGW08_003918	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	684	GO:0005272; GO:0016020
A0A3S1ACJ8	unreviewed	A0A3S1ACJ8_ELYCH	Uncharacterized protein	EGW08_003835	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	541	
A0A3S1ACK4	unreviewed	A0A3S1ACK4_ELYCH	BHLH domain-containing protein	EGW08_003858	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	311	GO:0046983
A0A3S1ACL8	unreviewed	A0A3S1ACL8_ELYCH	Uncharacterized protein	EGW08_003826	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	186	GO:0016020
A0A3S1ACN8	unreviewed	A0A3S1ACN8_ELYCH	EGF-like domain-containing protein	EGW08_003785	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	219	
A0A3S1ACP3	unreviewed	A0A3S1ACP3_ELYCH	Uncharacterized protein	EGW08_003799	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	716	
A0A3S1ACP8	unreviewed	A0A3S1ACP8_ELYCH	DNA mismatch repair proteins mutS family domain-containing protein	EGW08_003741	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	303	
A0A3S1ACR1	unreviewed	A0A3S1ACR1_ELYCH	Conserved oligomeric Golgi complex subunit 1	EGW08_003692	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	575	GO:0006891; GO:0015031; GO:0016020; GO:0017119
A0A3S1ACS4	unreviewed	A0A3S1ACS4_ELYCH	Uncharacterized protein	EGW08_003723	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	208	GO:0016020
A0A3S1ACT0	unreviewed	A0A3S1ACT0_ELYCH	Uncharacterized protein	EGW08_003666	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	177	GO:0003924; GO:0005525; GO:0007264
A0A3S1ACT8	unreviewed	A0A3S1ACT8_ELYCH	Glycolipid transfer protein domain-containing protein	EGW08_003681	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	257	GO:0005737; GO:0120013
A0A3S1ACU1	unreviewed	A0A3S1ACU1_ELYCH	UspA domain-containing protein	EGW08_003633	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	110	
A0A3S1ACU5	unreviewed	A0A3S1ACU5_ELYCH	Uncharacterized protein	EGW08_003584	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	159	GO:0010506
A0A3S1ACV7	unreviewed	A0A3S1ACV7_ELYCH	Collagen IV NC1 domain-containing protein	EGW08_003601	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	102	
A0A3S1ACW2	unreviewed	A0A3S1ACW2_ELYCH	Transporter	EGW08_003558	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	696	GO:0015293; GO:0016020
A0A3S1ACX0	unreviewed	A0A3S1ACX0_ELYCH	Uncharacterized protein	EGW08_003578	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	387	
A0A3S1ACX9	unreviewed	A0A3S1ACX9_ELYCH	Sulfotransferase domain-containing protein	EGW08_003512	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	431	GO:0001733; GO:0009247; GO:0016020
A0A3S1ACY3	unreviewed	A0A3S1ACY3_ELYCH	CUB domain-containing protein	EGW08_003531	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	252	GO:0010008
A0A3S1ACY7	unreviewed	A0A3S1ACY7_ELYCH	Fibronectin type-III domain-containing protein	EGW08_003455	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	3427	
A0A3S1AD29	unreviewed	A0A3S1AD29_ELYCH	FERM domain-containing protein	EGW08_003436	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1163	GO:0005856; GO:0008092
A0A3S1AD39	unreviewed	A0A3S1AD39_ELYCH	Uncharacterized protein	EGW08_003452	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	300	
A0A3S1AD48	unreviewed	A0A3S1AD48_ELYCH	Uncharacterized protein	EGW08_003386	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	129	
A0A3S1AD56	unreviewed	A0A3S1AD56_ELYCH	Uncharacterized protein	EGW08_003310	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	203	GO:0016020
A0A3S1AD62	unreviewed	A0A3S1AD62_ELYCH	NADP-dependent oxidoreductase domain-containing protein	EGW08_003330	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	261	GO:0016020
A0A3S1AD80	unreviewed	A0A3S1AD80_ELYCH	RRM domain-containing protein	EGW08_003361	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	360	GO:0003723
A0A3S1AD98	unreviewed	A0A3S1AD98_ELYCH	Uncharacterized protein	EGW08_003285	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	558	
A0A3S1ADA2	unreviewed	A0A3S1ADA2_ELYCH	Uncharacterized protein	EGW08_003302	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	300	
A0A3S1ADB8	unreviewed	A0A3S1ADB8_ELYCH	t-SNARE coiled-coil homology domain-containing protein	EGW08_003243	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	242	GO:0016020
A0A3S1ADC3	unreviewed	A0A3S1ADC3_ELYCH	SAM domain-containing protein	EGW08_003262	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	223	
A0A3S1ADD6	unreviewed	A0A3S1ADD6_ELYCH	Uncharacterized protein	EGW08_003165	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	294	
A0A3S1ADE5	unreviewed	A0A3S1ADE5_ELYCH	Uncharacterized protein	EGW08_003183	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	347	GO:0016020
A0A3S1ADF9	unreviewed	A0A3S1ADF9_ELYCH	Endonuclease (EC 3.1.30.-)	EGW08_003109	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	330	GO:0003676; GO:0004519; GO:0046872
A0A3S1ADG2	unreviewed	A0A3S1ADG2_ELYCH	Secreted protein	EGW08_003122	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	124	
A0A3S1ADH2	unreviewed	A0A3S1ADH2_ELYCH	Uncharacterized protein	EGW08_003140	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	228	
A0A3S1ADH9	unreviewed	A0A3S1ADH9_ELYCH	RRM domain-containing protein	EGW08_003094	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1686	GO:0003723
A0A3S1ADI6	unreviewed	A0A3S1ADI6_ELYCH	TFIIS central domain-containing protein	EGW08_003046	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	255	
A0A3S1ADK0	unreviewed	A0A3S1ADK0_ELYCH	Protein sleepless	EGW08_003017	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	264	GO:0016020
A0A3S1ADL3	unreviewed	A0A3S1ADL3_ELYCH	von Hippel-Lindau disease tumour suppressor beta domain-containing protein	EGW08_003038	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	155	
A0A3S1ADM1	unreviewed	A0A3S1ADM1_ELYCH	UBC core domain-containing protein	EGW08_002989	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	275	GO:0016020
A0A3S1ADM9	unreviewed	A0A3S1ADM9_ELYCH	Ig-like domain-containing protein	EGW08_003003	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	727	
A0A3S1ADS0	unreviewed	A0A3S1ADS0_ELYCH	ZP domain-containing protein	EGW08_002954	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	398	
A0A3S1ADS8	unreviewed	A0A3S1ADS8_ELYCH	Laminin EGF-like domain-containing protein	EGW08_002910	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1256	
A0A3S1ADU0	unreviewed	A0A3S1ADU0_ELYCH	Uncharacterized protein	EGW08_002930	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	294	
A0A3S1ADU9	unreviewed	A0A3S1ADU9_ELYCH	Adenosine deaminase domain-containing protein	EGW08_002865	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	371	GO:0019239
A0A3S1ADW4	unreviewed	A0A3S1ADW4_ELYCH	BTB domain-containing protein	EGW08_002894	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	697	
A0A3S1ADX5	unreviewed	A0A3S1ADX5_ELYCH	C2H2-type domain-containing protein	EGW08_002828	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	171	
A0A3S1ADY4	unreviewed	A0A3S1ADY4_ELYCH	UBC core domain-containing protein	EGW08_002847	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	172	GO:0005524; GO:0016740
A0A3S1ADZ2	unreviewed	A0A3S1ADZ2_ELYCH	Uncharacterized protein	EGW08_002804	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	355	
A0A3S1AE00	unreviewed	A0A3S1AE00_ELYCH	Uncharacterized protein	EGW08_002822	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	340	GO:0016020
A0A3S1AE07	unreviewed	A0A3S1AE07_ELYCH	Uncharacterized protein	EGW08_002765	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	727	
A0A3S1AE19	unreviewed	A0A3S1AE19_ELYCH	Uncharacterized protein	EGW08_002727	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	259	
A0A3S1AE29	unreviewed	A0A3S1AE29_ELYCH	Receptor ligand binding region domain-containing protein	EGW08_002746	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	210	GO:0016020
A0A3S1AE35	unreviewed	A0A3S1AE35_ELYCH	PiggyBac transposable element-derived protein domain-containing protein	EGW08_002724	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	239	
A0A3S1AE44	unreviewed	A0A3S1AE44_ELYCH	Uncharacterized protein	EGW08_002667	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	357	
A0A3S1AE55	unreviewed	A0A3S1AE55_ELYCH	BTB domain-containing protein	EGW08_002683	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	909	
A0A3S1AE62	unreviewed	A0A3S1AE62_ELYCH	Uncharacterized protein	EGW08_002700	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	228	
A0A3S1AE69	unreviewed	A0A3S1AE69_ELYCH	Major facilitator superfamily (MFS) profile domain-containing protein	EGW08_002612	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	500	GO:0016020; GO:0022857
A0A3S1AEA5	unreviewed	A0A3S1AEA5_ELYCH	Uncharacterized protein	EGW08_002628	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	122	
A0A3S1AEB2	unreviewed	A0A3S1AEB2_ELYCH	G-protein coupled receptors family 1 profile domain-containing protein	EGW08_002646	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	245	GO:0016020
A0A3S1AEC7	unreviewed	A0A3S1AEC7_ELYCH	DNA repair protein RAD51 homolog	EGW08_002579	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	319	GO:0003677; GO:0005524; GO:0006281; GO:0140664
A0A3S1AEF1	unreviewed	A0A3S1AEF1_ELYCH	Glycosyltransferase family 92 protein	EGW08_002529	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	369	GO:0016020
A0A3S1AEG8	unreviewed	A0A3S1AEG8_ELYCH	Eukaryotic translation initiation factor 4H	EGW08_002454	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	328	GO:0003723; GO:0048471
A0A3S1AEH9	unreviewed	A0A3S1AEH9_ELYCH	Uncharacterized protein	EGW08_002477	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	209	
A0A3S1AEI7	unreviewed	A0A3S1AEI7_ELYCH	Caspase recruitment domain-containing protein	EGW08_002496	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	356	GO:0002376; GO:0050896
A0A3S1AEK3	unreviewed	A0A3S1AEK3_ELYCH	Receptor protein-tyrosine kinase	EGW08_002364	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	1723	GO:0016020
